"_1DNjI href","_3vnjf src","_2Ks63","YBbhy","_2poNJ","_2VQu4","_2jcGx","_2cbZ2 href"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1100-sq-ft-in-sector-22c-chandigarh-iid-1847207935","₹ 18,000","2 BHK - 2 Bathroom - 1100 sqft","Flats Available in Chandigarh 2bhk/3bhk","Sector 22C, Chandigarh","","https://apollo.olx.in/v1/files/jnkc6wbbt7cn3-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-flats-apartments-1100-sq-ft-in-sector-44b-chandigarh-iid-1847206677","₹ 24,000","2 BHK - 2 Bathroom - 1100 sqft","Independent 2bhk 2 washroom semi furnished sector 44","Sector 44B, Chandigarh","https://apollo.olx.in/v1/files/gp1erd388ryb3-IN/image;s=150x0;q=50;f=webp;",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-300-sq-ft-in-shivalik-enclave-chandigarh-iid-1847206542","₹ 3,700","1 BHK - 1 Bathroom - 300 sqft","Looking for a female roommate to share my small single room","Shivalik Enclave, Chandigarh","","https://apollo.olx.in/v1/files/8wf66jj4hrah-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1000-sq-ft-in-singhpura-kurali-iid-1847206013","₹ 8,000","2 BHK - 1 Bathroom - 1000 sqft","Bad color gada Gas cylinder Auqgard fan Almari fridge fridge","Singhpura, Kurali","https://apollo.olx.in/v1/files/layezpcfw1u32-IN/image;s=150x0;q=50;f=webp;",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-500-sq-ft-in-sector-80-mohali-iid-1847203646","₹ 20,000","2 BHK - 1 Bathroom - 500 sqft","Mohali girls/family","Sector 80, Mohali","","https://apollo.olx.in/v1/files/3y6ylp392ylg3-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-500-sq-ft-in-sector-63-mohali-iid-1847199623","₹ 42,000","3 BHK - 3 Bathroom - 500 sqft","Girls/ famliy","Sector 63, Mohali","https://apollo.olx.in/v1/files/sbmo8q4jao422-IN/image;s=150x0;q=50;f=webp;",""
"","₹ 35,000","3 BHK - 3 Bathroom - 00000 sqft","3bhk furnished floor for rent","Sector 82, Mohali","https://apollo.olx.in/v1/files/ffmoahjnsuf81-IN/image;s=150x0;q=50;f=webp;",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-200-sq-ft-in-sector-37c-chandigarh-iid-1846696862","₹ 10,037","1 BHK - 1 Bathroom - 200 sqft","Girls only Ac room sharing kitchen  fridge wash room in 37","Sector 37C, Chandigarh","https://apollo.olx.in/v1/files/i3n6szoymexc2-IN/image;s=150x0;q=50;f=webp;",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1000-sq-ft-in-sector-36b-chandigarh-iid-1847191159","₹ 18,000","2 BHK - 1 Bathroom - 1000 sqft","2 Rooms Kitchen Bathroom set. First floor. Independent set","Sector 36B, Chandigarh","https://apollo.olx.in/v1/files/jm8s5m4ailiq1-IN/image;s=150x0;q=50;f=webp;",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1000-sq-ft-in-sector-68-mohali-iid-1847191700","₹ 22,000","2 BHK - 1 Bathroom - 1000 sqft","2BHK First floor independent set.","Sector 68, Mohali","https://apollo.olx.in/v1/files/y7vtv47lrm1q1-IN/image;s=150x0;q=50;f=webp;",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1000-sq-ft-in-sector-21a-chandigarh-iid-1847191438","₹ 28,000","2 BHK - 2 Bathroom - 1000 sqft","2 Bedroom Hall Kitchen Bathrooms attached. First floor","Sector 21A, Chandigarh","https://apollo.olx.in/v1/files/uzem2kv4twva3-IN/image;s=150x0;q=50;f=webp;",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1200-sq-ft-in-sector-28a-chandigarh-iid-1835571339","₹ 16,000","2 BHK - 1 Bathroom - 1200 sqft","Semi furnished 2 room set sector 28","Sector 28A, Chandigarh","https://apollo.olx.in/v1/files/iuj1hg552fnj2-IN/image;s=150x0;q=50;f=webp;",""
"","₹ 30,000","2 BHK - 2 Bathroom - 1500 sqft","2BHK Gblock aerocity - Fullyfurnished- CORNER GARDEN HOUSE","Bakarpur 264, Mohali","","https://apollo.olx.in/v1/files/oh4tm6wliw763-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1000-sq-ft-in-sector-50-chandigarh-iid-1847190772","₹ 30,000","2 BHK - 2 Bathroom - 1000 sqft","2BHK Flat. Furnished. First floor.","Sector 50, Chandigarh","https://apollo.olx.in/v1/files/3dwfz50f5gh71-IN/image;s=150x0;q=50;f=webp;",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1250-sq-ft-in-sector-20d-chandigarh-iid-1847190478","₹ 20,000","2 BHK - 1 Bathroom - 1250 sqft","Independent 2 room set sector 20 only small family","Sector 20D, Chandigarh","https://apollo.olx.in/v1/files/9dgunryysvi52-IN/image;s=150x0;q=50;f=webp;",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-500-sq-ft-in-sector-68-mohali-iid-1847190365","₹ 14,000","1 BHK - 1 Bathroom - 500 sqft","One room ac  furnished. With  kitchen bathroom set. First floor","Sector 68, Mohali","https://apollo.olx.in/v1/files/qpppaaq6kytl3-IN/image;s=150x0;q=50;f=webp;",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1200-sq-ft-in-sector-27d-chandigarh-iid-1835597565","₹ 27,000","2 BHK - 2 Bathroom - 1200 sqft","Independent 2 BHK sector 27 only family","Sector 27D, Chandigarh","https://apollo.olx.in/v1/files/nannnl4da6dp2-IN/image;s=150x0;q=50;f=webp;",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-houses-villas-1200-sq-ft-in-sector-27d-chandigarh-iid-1839431642","₹ 30,000","3 BHK - 2 Bathroom - 1200 sqft","Independent 3 BHK sector 27 only family","Sector 27D, Chandigarh","https://apollo.olx.in/v1/files/u9e6vxq4olin-IN/image;s=150x0;q=50;f=webp;",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-apartments-1500-sq-ft-in-sector-49a-chandigarh-iid-1838114232","₹ 36,000","4 BHK - 3 Bathroom - 1500 sqft","Independent 4 BHK apartment sector 49","Sector 49A, Chandigarh","","https://apollo.olx.in/v1/files/72hrsj5ye9pi1-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1200-sq-ft-in-sector-20d-chandigarh-iid-1843078259","₹ 17,000","2 BHK - 1 Bathroom - 1200 sqft","Semi furnished 2 room set sector 20","Sector 20D, Chandigarh","https://apollo.olx.in/v1/files/v8plqwwuo45w-IN/image;s=150x0;q=50;f=webp;",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-2000-sq-ft-in-mauli-mohali-iid-1847178898","₹ 18,000","3 BHK - 3 Bathroom - 2000 sqft","rent in housing complex banur","Mauli, Mohali","https://apollo.olx.in/v1/files/c6xfn50ypgwr2-IN/image;s=150x0;q=50;f=webp;",""
"","₹ 37,000","4 BHK - 2 Bathroom - 0000 sqft","4bhk furnished independent floor for rent","Sector 64, Mohali","https://apollo.olx.in/v1/files/alw3ihynip9x-IN/image;s=150x0;q=50;f=webp;",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-500-sq-ft-in-sector-46c-chandigarh-iid-1847171520","₹ 31,000","2 BHK - 2 Bathroom - 500 sqft","sector 46 2bhk fully furnished house working cont","Sector 46C, Chandigarh","https://apollo.olx.in/v1/files/gsdk5bluah163-IN/image;s=150x0;q=50;f=webp;",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-500-sq-ft-in-sector-21d-chandigarh-iid-1847167985","₹ 1,50,000","3 BHK - 3 Bathroom - 500 sqft","owner free 1kanl house sec 21 3bhk besmint cont","Sector 21D, Chandigarh","","https://apollo.olx.in/v1/files/m6lpeyg0gar12-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-500-sq-ft-in-patiali-rao-karoran-iid-1847037274","₹ 6,500","1 BHK - 1 Bathroom - 500 sqft","Rent for boys and girls","Patiali Rao, Karoran","https://apollo.olx.in/v1/files/6byiwucgwe892-IN/image;s=150x0;q=50;f=webp;",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1600-sq-ft-in-lohgarh-zirakpur-iid-1847161615","₹ 24,000","3 BHK - 2 Bathroom - 1600 sqft","Fully Furnished 3BHK Flat Available for Rent","Lohgarh, Zirakpur","","https://apollo.olx.in/v1/files/y5mgzglehg1f3-IN/image;s=150x0;q=50;f=webp;"
"","₹ 2,00,000","4+ BHK - 4+ Bathroom - 10000 sqft","Owner free 8bhk 2 Servant Room 1 Kanal 1st and 2nd floor","Sector 11C, Chandigarh","","https://apollo.olx.in/v1/files/i4386e2y4vlo1-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-130-sq-ft-in-lohgarh-zirakpur-iid-1847151300","₹ 3,800","Small singel room","Lohgarh, Zirakpur","","","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-250-sq-ft-in-nayagaon-karoran-iid-1847147995","₹ 8,000","2 Bedroom + 1 kitchen+ 1 Bathroom + 1 double bed + 1 Almirah","Nayagaon, Karoran","1 BHK - 1 Bathroom - 250 sqft","","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-900-sq-ft-in-saini-vihar-phase-4-zirakpur-iid-1847146731","₹ 15,000","Ready to move in 2bhk","Saini Vihar Phase 4, Zirakpur","2 BHK - 2 Bathroom - 900 sqft","","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1300-sq-ft-in-patiala-road-zirakpur-iid-1847146037","₹ 25,000","3 BHK FOR RENT IN HIGHLAND PAKE ZIRAKPUR","Patiala Road, Zirakpur","3 BHK - 3 Bathroom - 1300 sqft","","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-950-sq-ft-in-sector-68-mohali-iid-1847145931","₹ 14,000","Oneroom set fully furnished","Sector 68, Mohali","1 BHK - 1 Bathroom - 950 sqft","","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-850-sq-ft-in-sector-68-mohali-iid-1847145541","₹ 14,000","One room set fully furnished","Sector 68, Mohali","1 BHK - 1 Bathroom - 850 sqft","","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-apartments-300-sq-ft-in-patiali-rao-karoran-iid-1845683740","₹ 8,000","One/2 room furnished attached bathroom at Kumaon Colony,  Nayagaon","Patiali Rao, Karoran","","","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1620-sq-ft-in-sector-63-mohali-iid-1847128920","₹ 25,000","Spacious 2 BHK Unfurnished Floor for Rent (1st Floor)","Sector 63, Mohali","2 BHK - 1 Bathroom - 1620 sqft","","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-2250-sq-ft-in-sector-64-mohali-iid-1847123785","₹ 30,000","All facilities are avilable","Sector 64, Mohali","3 BHK - 3 Bathroom - 2250 sqft","","",""
"","₹ 33,000","Its a 3bedroom 2washroom fully furnished flat for rent","Airport Road, Zirakpur","3 BHK - 2 Bathroom - 1450 sqft","https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1450-sq-ft-in-airport-road-zirakpur-iid-1847122951","Featured","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true"
"","₹ 35,000","Its a 3bedroom 2 washroom apartment with 600sqft extra balcony area","Airport Road, Zirakpur","3 BHK - 2 Bathroom - 1550 sqft","https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1550-sq-ft-in-airport-road-zirakpur-iid-1847117456","Featured","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true"
"","₹ 50,000","Uptown Skylla is a luxury high-rise residential project","Airport Road, Zirakpur","4+ BHK - 4+ Bathroom - 2505 sqft","https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-apartments-2505-sq-ft-in-airport-road-zirakpur-iid-1847117032","Featured","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-builder-floors-1200-sq-ft-in-badal-colony-zirakpur-iid-1846031065","₹ 4,000","Pg hostel f","Badal Colony, Zirakpur","4+ BHK - 3 Bathroom - 1200 sqft","","",""
"","₹ 49,000","Its 4bhk brand new flat avaliable for rent in a luxury society (Utsav)","Airport Road, Zirakpur","4 BHK - 4 Bathroom - 2525 sqft","https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-apartments-2525-sq-ft-in-airport-road-zirakpur-iid-1847116175","Featured","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-700-sq-ft-in-sector-19d-chandigarh-iid-1847116033","₹ 18,000","Independant 2bhk for Boys/Girls","Sector 19D, Chandigarh","2 BHK - 1 Bathroom - 700 sqft","","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-1000-sq-ft-in-sector-37a-chandigarh-iid-1847115633","₹ 10,000","1bhk available for girls boys couple","Sector 37A, Chandigarh","1 BHK - 1 Bathroom - 1000 sqft","","",""
"","₹ 45,000","Green Lotus Utsav is an eco-luxury residential project l","Airport Road, Zirakpur","3 BHK - 3 Bathroom - 2100 sqft","https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-2100-sq-ft-in-airport-road-zirakpur-iid-1847115022","Featured","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-builder-floors-2300-sq-ft-in-dhanas-chandigarh-iid-1847114741","₹ 80,000","1 kanal house in sec21","Dhanas, Chandigarh","4 BHK - 3 Bathroom - 2300 sqft","","",""
"","₹ 45,000","Skyline Elevate is a premium low-density high-rise residential Project","Airport Road, Zirakpur","4 BHK - 4 Bathroom - 2200 sqft","https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-apartments-2200-sq-ft-in-airport-road-zirakpur-iid-1847114283","Featured","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-0-sq-ft-in-mauli-mohali-iid-1847113651","₹ 1,000","Need rommate to shift to a room so that rent can be divided","Mauli, Mohali","1 BHK - 1 Bathroom - 0 sqft","","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1300-sq-ft-in-sector-63-mohali-iid-1847112144","₹ 40,000","2 BHK FULLY FURNISHED FLAT IN SECTOR 63 CHANDIGARH.","Sector 63, Mohali","2 BHK - 2 Bathroom - 1300 sqft","","",""
"","₹ 32,000","Its a (unused) brand new apartment avaliable for rent","Airport Road, Zirakpur","3 BHK - 3 Bathroom - 1700 sqft","https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1700-sq-ft-in-airport-road-zirakpur-iid-1847112318","Featured","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-200-sq-ft-in-sector-80-mohali-iid-1847111341","₹ 4,500","Looking Roommate","Sector 80, Mohali","1 BHK - 1 Bathroom - 200 sqft","","",""
"","₹ 29,000","Its a 3bhk semi furnished apartment avaliable for rent","Airport Road, Zirakpur","3 BHK - 3 Bathroom - 1575 sqft","https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1575-sq-ft-in-airport-road-zirakpur-iid-1847110374","Featured","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true"
"","₹ 25,000","The 2 BHK premium apartments at Affinity Greens located on PR7 Airport","Airport Road, Zirakpur","2 BHK - 2 Bathroom - 1250 sqft","https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1250-sq-ft-in-airport-road-zirakpur-iid-1847109792","Featured","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1557-sq-ft-in-lohgarh-zirakpur-iid-1847109425","₹ 20,000","3 bhk for rent","Lohgarh, Zirakpur","3 BHK - 2 Bathroom - 1557 sqft","","",""
"","₹ 50,000","Its well maintained 4bhk fully furnished apartment avaliable for rent","Airport Road, Zirakpur","4 BHK - 4 Bathroom - 2265 sqft","https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-apartments-2265-sq-ft-in-airport-road-zirakpur-iid-1847109413","Featured","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-houses-villas-1800-sq-ft-in-sector-23d-chandigarh-iid-1847108984","₹ 30,000","4 room set unfurnished for working family only","Sector 23D, Chandigarh","3 BHK - 2 Bathroom - 1800 sqft","","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-1200-sq-ft-in-sector-80-mohali-iid-1847108606","₹ 14,000","1bhk on rent for family","Sector 80, Mohali","1 BHK - 1 Bathroom - 1200 sqft","","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-190-sq-ft-in-sector-38a-chandigarh-iid-1847106530","₹ 18,500","Fully Furnished 1BHK + Bathroom sector 38 a– Move In Today!","Sector 38A, Chandigarh","1 BHK - 1 Bathroom - 190 sqft","","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-720-sq-ft-in-patiala-road-zirakpur-iid-1847099756","₹ 10,500","2BHK FOR RENT","Patiala Road, Zirakpur","2 BHK - 2 Bathroom - 720 sqft","","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-225-sq-ft-in-mani-majra-chandigarh-iid-1847101208","₹ 15,000","Well maintained independent house for rent in prime location","Mani Majra, Chandigarh","2 BHK - 1 Bathroom - 225 sqft","","",""
"","₹ 35,000","3bhk semi available in Green lotus saksham","Patiala Road, Zirakpur","3 BHK - 3 Bathroom - 1800 sqft","https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1800-sq-ft-in-patiala-road-zirakpur-iid-1794713417","Featured","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-flats-apartments-1200-sq-ft-in-airport-road-zirakpur-iid-1847089639","₹ 24,000","2bbk fully furnished flat","Airport Road, Zirakpur","2 BHK - 2 Bathroom - 1200 sqft","","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1800-sq-ft-in-sector-48-chandigarh-iid-1847085074","₹ 26,000","3 bhk unfurnished for working family only","Sector 48, Chandigarh","3 BHK - 2 Bathroom - 1800 sqft","","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1677-sq-ft-in-sector-16-panchkula-iid-1847084603","₹ 18,500","2 BHK Owner Free Sector-16","Sector 16, Panchkula","2 BHK - 2 Bathroom - 1677 sqft","","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1300-sq-ft-in-sector-45b-chandigarh-iid-1847083782","₹ 27,500","2 bhk flat available for rent in sector 45 B Chandigarh","Sector 45B, Chandigarh","2 BHK - 2 Bathroom - 1300 sqft","","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-272251-sq-ft-in-sector-15b-chandigarh-iid-1847082019","₹ 17,000","Sector 15 House Rent Families","Sector 15B, Chandigarh","2 BHK - 1 Bathroom - 272251 sqft","","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-2200-sq-ft-in-sector-50-chandigarh-iid-1847081670","₹ 32,000","Independent 3 bhk for working family only","Sector 50, Chandigarh","3 BHK - 2 Bathroom - 2200 sqft","","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-houses-villas-2500-sq-ft-in-sector-64-mohali-iid-1847080130","₹ 35,000","4 bhk unfurnished for family only phase 10 mohali","Sector 64, Mohali","4 BHK - 3 Bathroom - 2500 sqft","","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1677-sq-ft-in-sector-16-panchkula-iid-1847084603","₹ 18,500","2 BHK - 2 Bathroom - 1677 sqft","2 BHK Owner Free Sector-16","Sector 16, Panchkula","Jun 21",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1300-sq-ft-in-sector-45b-chandigarh-iid-1847083782","₹ 27,500","2 BHK - 2 Bathroom - 1300 sqft","2 bhk flat available for rent in sector 45 B Chandigarh","Sector 45B, Chandigarh","Jun 21",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-272251-sq-ft-in-sector-15b-chandigarh-iid-1847082019","₹ 17,000","2 BHK - 1 Bathroom - 272251 sqft","Sector 15 House Rent Families","Sector 15B, Chandigarh","Jun 21",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-2200-sq-ft-in-sector-50-chandigarh-iid-1847081670","₹ 32,000","3 BHK - 2 Bathroom - 2200 sqft","Independent 3 bhk for working family only","Sector 50, Chandigarh","Jun 21",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-houses-villas-2500-sq-ft-in-sector-64-mohali-iid-1847080130","₹ 35,000","4 BHK - 3 Bathroom - 2500 sqft","4 bhk unfurnished for family only phase 10 mohali","Sector 64, Mohali","Jun 21",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-houses-villas-2200-sq-ft-in-sector-63-mohali-iid-1847079872","₹ 42,000","3 BHK - 2 Bathroom - 2200 sqft","3 bhk fully furnished on ground floor phase 9 mohali","Sector 63, Mohali","Jun 21",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-houses-villas-150-sq-ft-in-sector-42b-chandigarh-iid-1847077213","₹ 22,000","3 BHK - 1 Bathroom - 150 sqft","Fully furnished three room set","Sector 42B, Chandigarh","Jun 21",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-300-sq-ft-in-sector-27d-chandigarh-iid-1846797832","₹ 11,000","1 BHK - 1 Bathroom - 300 sqft","Looking Roommate","Sector 27D, Chandigarh","Jun 21",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-1800-sq-ft-in-preet-colony-zirakpur-iid-1847074749","₹ 22,000","3 BHK - 3 Bathroom - 1800 sqft","Independent House","Preet Colony, Zirakpur","Jun 21",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1212-sq-ft-in-sector-23d-chandigarh-iid-1846676413","₹ 7,000","2 BHK - 1 Bathroom - 1212 sqft","1 Room for girls Student, working woman","Sector 23D, Chandigarh","Jun 21",""
"","₹ 24,000","2 BHK - 2 Bathroom - 1630 sqft","2 bhk full furnished, full inependent","Sector 66B, Mohali","Jun 21","https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1630-sq-ft-in-sector-66b-mohali-iid-1823501572"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-775-sq-ft-in-suketri-376-panchkula-iid-1846862665","₹ 12,000","2 BHK - 1 Bathroom - 775 sqft","Two room set with kitchen and toilet and lobby and space for car parki","Suketri 376, Panchkula","Jun 21",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1080-sq-ft-in-sector-27b-chandigarh-iid-1847061779","₹ 40,000","2 BHK - 2 Bathroom - 1080 sqft","1 Kanal 2 bedroom D/D attached bathroom sec 27","Sector 27B, Chandigarh","Jun 21",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1080-sq-ft-in-sector-27b-chandigarh-iid-1847061710","₹ 40,000","2 BHK - 2 Bathroom - 1080 sqft","1 Kanal 2 bedroom D/D attached bathroom sec 37","Sector 27B, Chandigarh","Jun 21",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-1080-sq-ft-in-sector-22b-chandigarh-iid-1847061615","₹ 40,000","3 BHK - 3 Bathroom - 1080 sqft","3 bedroom D/D attached bathroom kitchen sec 22","Sector 22B, Chandigarh","Jun 21",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1080-sq-ft-in-sector-22b-chandigarh-iid-1847061574","₹ 35,000","2 BHK - 2 Bathroom - 1080 sqft","2 bedroom D/D attached bathroom sec 22","Sector 22B, Chandigarh","Jun 21",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-houses-villas-256-sq-ft-in-sector-82-mohali-iid-1847057525","₹ 2,30,000","3 BHK - 3 Bathroom - 256 sqft","3 bhk owner free Independent","Sector 82, Mohali","Jun 21",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1-sq-ft-in-sector-44a-chandigarh-iid-1846361178","₹ 12,000","2 BHK - 1 Bathroom - 1 sqft","Need Flatemate for sharing (girls)","Sector 44A, Chandigarh","Jun 20",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-1200-sq-ft-in-sector-80-mohali-iid-1847049767","₹ 5,000","1 BHK - 1 Bathroom - 1200 sqft","Need mate for sharing girl also","Sector 80, Mohali","Jun 20",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1500-sq-ft-in-bakarpur-264-mohali-iid-1847045154","₹ 30,000","2 BHK - 2 Bathroom - 1500 sqft","2BHK Gblock aerocity - fullyfurnished-CORNER GARDEN","Bakarpur 264, Mohali","Jun 20",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-13-sq-ft-in-dashmesh-colony-zirakpur-iid-1847046263","₹ 7,000","1 BHK - 1 Bathroom - 13 sqft","Fully furnished without ac and fridge","Dashmesh Colony, Zirakpur","Jun 20",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-builder-floors-1112-sq-ft-in-nayagaon-karoran-iid-1844996153","₹ 6,000","4+ BHK - 4+ Bathroom - 1112 sqft","PG/One room set/micro flat on rent","Nayagaon, Karoran","Jun 20",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-houses-villas-1850-sq-ft-in-sector-44b-chandigarh-iid-1847040402","₹ 50,000","3 BHK - 3 Bathroom - 1850 sqft","Newly built 3bhk 3bath","Sector 44B, Chandigarh","Jun 20",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-1600-sq-ft-in-sector-34c-chandigarh-iid-1847028412","₹ 40,000","3 BHK - 2 Bathroom - 1600 sqft","For Rent 3BHK FIRST Floor Facing Park Sector 34","Sector 34C, Chandigarh","Jun 20",""
