"_1DNjI href","_3vnjf src","_2Ks63","YBbhy","_2poNJ","_2VQu4","_2jcGx"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-5654-sq-ft-in-sector-60-phase-3b2-mohali-iid-1845888692","","₹ 11,500","2 BHK - 1 Bathroom - 5654 sqft","2 bedroom kitchen bath for other state FAMILY phase 3b2 mohali","Sector 60 Phase 3B2, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-46464-sq-ft-in-sector-60-phase-3b2-mohali-iid-1846474869","","₹ 21,000","3 BHK - 2 Bathroom - 46464 sqft","Owner free 3 BHK kitchen 2 bath for small family phase 3b2  mohali","Sector 60 Phase 3B2, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-54649-sq-ft-in-sector-60-phase-3b2-mohali-iid-1846476061","","₹ 11,500","2 BHK - 1 Bathroom - 54649 sqft","2 bedroom kitchen bath for other state family phase 3b2 mohali","Sector 60 Phase 3B2, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-54545-sq-ft-in-sector-60-phase-3b2-mohali-iid-1846273596","","₹ 20,000","2 BHK - 2 Bathroom - 54545 sqft","2 bedroom drawing room kitchen 2 bath for family sector 71 mohali","Sector 60 Phase 3B2, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-1800-sq-ft-in-sector-89-mohali-iid-1837811161","","₹ 36,000","3 BHK - 2 Bathroom - 1800 sqft","3 BHK fully furnished House floor sector 89","Sector 89, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-54445-sq-ft-in-sector-56-mohali-iid-1846474790","","₹ 13,500","1 BHK - 1 Bathroom - 54445 sqft","1 bedroom kitchen bath for singel male/female phase 6 mohali","Sector 56, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-54544-sq-ft-in-sector-60-phase-3b2-mohali-iid-1846274455","","₹ 20,000","2 BHK - 2 Bathroom - 54544 sqft","2 Bedroom drawing room kitchen bath for FAMILY phase 3b2 mohali","Sector 60 Phase 3B2, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-49494-sq-ft-in-sector-60-phase-3b2-mohali-iid-1846274143","","₹ 21,000","3 BHK - 2 Bathroom - 49494 sqft","Owner free 3 BHK kitchen 2 bath for FAMILYfirst floor phase 3b2 mohali","Sector 60 Phase 3B2, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-54757-sq-ft-in-sector-60-phase-3b2-mohali-iid-1846273772","","₹ 11,500","2 BHK - 1 Bathroom - 54757 sqft","2 bedroom kitchen bath for other state  FAMILY phase 3b2  mohali","Sector 60 Phase 3B2, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1000-sq-ft-in-sector-56-mohali-iid-1797605734","","₹ 11,000","2 BHK - 1 Bathroom - 1000 sqft","Two bedroom set for leaving family/ boys phase 6 Mohali","Sector 56, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1000-sq-ft-in-phase-1-mohali-iid-1797514009","","₹ 23,000","2 BHK - 2 Bathroom - 1000 sqft","Owner free 2BHK  First floor for family/boys sector  55 chandigarh","Phase 1, Mohali","Today"
"","","₹ 56,000","3 BHK - 3 Bathroom - 2250 sqft","3 BHK fully furnished flat owner free independent","Sector 91, Mohali","Jun 10"
"","","₹ 38,500","3 BHK - 2 Bathroom - 1560 sqft","3bhk semi furnished flat available for Rent in gillco parkhills","Sector 126, Mohali","Jun 28"
"","","₹ 18,000","2 BHK - 2 Bathroom - 1050 sqft","ACME FLOOR A UNIT OF TDI","Sector 110, Mohali","Jun 20"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-54545-sq-ft-in-sector-60-phase-3b2-mohali-iid-1846270695","","₹ 18,000","2 BHK - 2 Bathroom - 54545 sqft","2 Bedroom drawing room  kitchen 2 bath for Family phase 3b2 mohali","Sector 60 Phase 3B2, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-55445-sq-ft-in-sector-71-mohali-iid-1846173798","","₹ 20,000","2 BHK - 2 Bathroom - 55445 sqft","Owner free 2 BHK 2 bath kitchen for small family phase 3b2  mohali","Sector 71, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-800-sq-ft-in-sector-53-mohali-iid-1800466990","","₹ 9,000","1 BHK - 1 Bathroom - 800 sqft","One  bedroom set for boys phase phase 3-A Mohali","Sector 53, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-800-sq-ft-in-phase-1-mohali-iid-1797607400","","₹ 15,000","2 BHK - 1 Bathroom - 800 sqft","Two bedroom set fully furnished  for family phase 1 Mohali","Phase 1, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-houses-villas-1000-sq-ft-in-phase-1-mohali-iid-1797795812","","₹ 17,000","3 BHK - 2 Bathroom - 1000 sqft","3 BHK independent floor for family phase 1 Mohali","Phase 1, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-48494-sq-ft-in-sector-60-phase-3b2-mohali-iid-1846173573","","₹ 11,500","2 BHK - 1 Bathroom - 48494 sqft","Family other state 2 bedroom kitchen bath for Family phase 3b2 mohali","Sector 60 Phase 3B2, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-700-sq-ft-in-phase-1-mohali-iid-1801369639","","₹ 15,000","2 BHK - 1 Bathroom - 700 sqft","Owner free two bedroom set for family phase 1 Mohali","Phase 1, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1000-sq-ft-in-phase-1-mohali-iid-1801281373","","₹ 14,000","2 BHK - 1 Bathroom - 1000 sqft","Two bedroom set for  family/ boys/ girls phase 1 Mohali","Phase 1, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-600-sq-ft-in-sector-53-mohali-iid-1807878885","","₹ 7,000","1 BHK - 1 Bathroom - 600 sqft","One bedroom set  semi-furnished for boy phase 3-A Mohali","Sector 53, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-houses-villas-1000-sq-ft-in-phase-1-mohali-iid-1827527267","","₹ 18,000","3 BHK - 1 Bathroom - 1000 sqft","Three bedroom bathroom set for family phase 1  Mohali","Phase 1, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-56455-sq-ft-in-sector-70-mohali-iid-1845970231","https://apollo.olx.in/v1/files/j1hklzw7r2uf2-IN/image;s=150x0;q=50;f=webp;","₹ 19,500","2 BHK - 2 Bathroom - 56455 sqft","2 bedroom drawing room kitchen bath for small Family sector 70 mohali","Sector 70, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-45544-sq-ft-in-sector-60-phase-3b2-mohali-iid-1845970034","https://apollo.olx.in/v1/files/ye0cdco8t437-IN/image;s=150x0;q=50;f=webp;","₹ 21,000","3 BHK - 2 Bathroom - 45544 sqft","Owner free 3 BHK kitchen 2 bath for FAMILY phase 3b2 mohali","Sector 60 Phase 3B2, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-45457-sq-ft-in-sector-60-phase-3b2-mohali-iid-1845883090","https://apollo.olx.in/v1/files/luvpiqt4bpvz2-IN/image;s=150x0;q=50;f=webp;","₹ 16,500","2 BHK - 1 Bathroom - 45457 sqft","2 Bedroom kitchen bath singel person / family phase 3b2 mohali","Sector 60 Phase 3B2, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-5004-sq-ft-in-sector-71-mohali-iid-1845882724","","₹ 21,000","3 BHK - 2 Bathroom - 5004 sqft","Owner free 3 BHK modular kitchen bath for FAMILY phase 3b2  mohali","Sector 71, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-5000-sq-ft-in-sector-60-phase-3b2-mohali-iid-1845882250","","₹ 17,000","2 BHK - 2 Bathroom - 5000 sqft","2 BHK kitchen bath facing park for FAMILY phase 3b1 mohali","Sector 60 Phase 3B2, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-2200-sq-ft-in-sector-77-mohali-iid-1844065408","","₹ 30,000","2 BHK - 2 Bathroom - 2200 sqft","2bhk fully furnished i furnished flat in sector 77 sc for family","Sector 77, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-950-sq-ft-in-sector-89-mohali-iid-1844067678","https://apollo.olx.in/v1/files/3fz3spwwxjrb1-IN/image;s=150x0;q=50;f=webp;","₹ 16,000","1 BHK - 2 Bathroom - 950 sqft","1bhk fully furnished room available in sharing for girll","Sector 89, Mohali","Today"
"","https://apollo.olx.in/v1/files/xzmbqoncpfkq3-IN/image;s=150x0;q=50;f=webp;","₹ 45,000","3 BHK - 3 Bathroom - 1480 sqft","3bhk semi furnished indipendent","Sector 86, Mohali","4 days ago"
"","","₹ 46,000","3 BHK - 3 Bathroom - 1600 sqft","3bhk well furnishd","Sector 77, Mohali","Jun 23"
"","","₹ 35,000","2 BHK - 2 Bathroom - 2500 sqft","2BHK FULL FURNISHED","Sector 79, Mohali","Jun 20"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1550-sq-ft-in-sector-89-mohali-iid-1844068809","","₹ 29,000","2 BHK - 2 Bathroom - 1550 sqft","2bhk fully furnished flat available for rent for all","Sector 89, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-2250-sq-ft-in-sector-88-mohali-iid-1844069211","","₹ 38,000","3 BHK - 2 Bathroom - 2250 sqft","3bhk flat available for rent  fully Furniture available for all","Sector 88, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1500-sq-ft-in-sector-117-mohali-iid-1848669602","","₹ 23,000","2 BHK - 2 Bathroom - 1500 sqft","2bhk fully furnished","Sector 117, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1100-sq-ft-in-sector-117-mohali-iid-1848015532","","₹ 18,500","2 BHK - 2 Bathroom - 1100 sqft","2bhk fully furnished khera enlave","Sector 117, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-100-sq-ft-in-sector-68-mohali-iid-1847273903","","₹ 15,000","1 BHK - 1 Bathroom - 100 sqft","One bhk with Hall Fully Furnished in Sector 68, Mohali","Sector 68, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-0-sq-ft-in-sector-79-mohali-iid-1777664076","","₹ 30,000","2 BHK - 2 Bathroom - 0 sqft","Available for rent 2bhk ownerfree sector 79 Mohali","Sector 79, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-0-sq-ft-in-sector-78-mohali-iid-1797555845","","₹ 28,000","2 BHK - 2 Bathroom - 0 sqft","Available for rent 2bhk furnished 1st floor Sector 78 Mohali","Sector 78, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-0-sq-ft-in-sector-77-mohali-iid-1795403457","","₹ 27,000","2 BHK - 2 Bathroom - 0 sqft","Available for rent 2bhk unfurnished 1st floor Sector 77 Mohali","Sector 77, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-499-sq-ft-in-sector-79-mohali-iid-1809381066","","₹ 27,000","2 BHK - 2 Bathroom - 499 sqft","Available for rent 2bhk semi furnished 1st floor Sector 79 Mohali","Sector 79, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-0-sq-ft-in-sector-91-mohali-iid-1812601992","","₹ 31,000","3 BHK - 2 Bathroom - 0 sqft","Available for rent 3bhk semi furnished 1st floor sector 91 Mohali","Sector 91, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-2700-sq-ft-in-sector-89-mohali-iid-1816165128","","₹ 41,000","3 BHK - 3 Bathroom - 2700 sqft","Available for rent 3bhk unfurnished Ground floor Sector 89 Mohali","Sector 89, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1800-sq-ft-in-sector-97-mohali-iid-1846504411","","₹ 22,000","3 BHK - 3 Bathroom - 1800 sqft","Owner Free 3BHK Flat for for Rent","Sector 97, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-0-sq-ft-in-sector-69-mohali-iid-1826327815","","₹ 25,000","2 BHK - 2 Bathroom - 0 sqft","Available for rent 2bhk furnished 1st floor Sector 69 Mohali","Sector 69, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-0-sq-ft-in-sector-78-mohali-iid-1826328152","","₹ 32,000","3 BHK - 3 Bathroom - 0 sqft","Available for rent 3bhk unfurnished 1st floor Sector 78 Mohali","Sector 78, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-0-sq-ft-in-sector-80-mohali-iid-1831865887","","₹ 22,000","2 BHK - 2 Bathroom - 0 sqft","Available for rent 2bhk furnished no ac 2nd floor Sector 80 Mohali","Sector 80, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-0-sq-ft-in-sector-89-mohali-iid-1840527543","","₹ 30,000","2 BHK - 2 Bathroom - 0 sqft","Available for rent 2bhk furnished 2nd floor Sector 89 Mohali","Sector 89, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-0-sq-ft-in-sector-77-mohali-iid-1846585728","","₹ 30,000","2 BHK - 2 Bathroom - 0 sqft","Available for rent 2bhk furnished 2nd floor Sector 77 Mohali","Sector 77, Mohali","Today"
"","","₹ 25,000","2 BHK - 2 Bathroom - 1000 sqft","Tolet mohali","Sector 59 Phase 5, Mohali","Jun 14"
"","","₹ 40,000","3 BHK - 3 Bathroom - 4300 sqft","3bhk (7 phase mohali)","Industrial Area Phase 7, Mohali","4 days ago"
"","","₹ 25,000","2 BHK - 2 Bathroom - 1480 sqft","2bhk 117 tdi airport road","Sector 117, Mohali","Jun 09"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-00000-sq-ft-in-sector-41d-chandigarh-iid-1848665913","","₹ 6,500","1 BHK - 1 Bathroom - 00000 sqft","Independent room sector 41D near market","Sector 41D, Chandigarh","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-500-sq-ft-in-sector-61-mohali-iid-1848668236","","₹ 12,000","1 BHK - 1 Bathroom - 500 sqft","One Room Kitchen Bathroom complete set. Furnished.","Sector 61, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-1250-sq-ft-in-landran-mohali-iid-1845974237","","₹ 17,000","1 BHK - 1 Bathroom - 1250 sqft","sbp north valley independent flat","Landran, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-1000-sq-ft-in-sector-70-mohali-iid-1847727270","","₹ 13,000","1 BHK - 1 Bathroom - 1000 sqft","1 AC One Room Set Full Furnished Full independent brokerage 50%","Sector 70, Mohali","Today"
"","","₹ 28,500","2 BHK - 2 Bathroom - 1050 sqft","Sec 89 2bhk
30k
For boys/girls
Owner free
Avl frm 1st Royal property","Sector 89, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-1000-sq-ft-in-sector-70-mohali-iid-1846796222","","₹ 13,000","1 BHK - 1 Bathroom - 1000 sqft","1 AC One Room Set Full Furnished Full independent brokerage 50%","Sector 70, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1150-sq-ft-in-landran-mohali-iid-1845787365","","₹ 14,000","2 BHK - 2 Bathroom - 1150 sqft","2bhk ready to move landra road","Landran, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1800-sq-ft-in-sector-89-mohali-iid-1846578164","","₹ 28,000","2 BHK - 2 Bathroom - 1800 sqft","2bhk furnished house floor available for rent sector 89","Sector 89, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-1800-sq-ft-in-sector-89-mohali-iid-1846577937","","₹ 35,000","3 BHK - 3 Bathroom - 1800 sqft","3bhk furnished house floor available for rent sector 89","Sector 89, Mohali","Today"
"","","₹ 28,000","2 BHK - 2 Bathroom - 2250 sqft","2BHK Semi furnished Floor","Sector 85, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-houses-villas-1888-sq-ft-in-sector-74-mohali-iid-1774149076","https://apollo.olx.in/v1/files/yebcconkx0383-IN/image;s=150x0;q=50;f=webp;","₹ 20,500","3 BHK - 2 Bathroom - 1888 sqft","( OWNER FREE 3 BEDROOM + HALL FOR FAMILY ) IN SECTOR 74 MOHALI","Sector 74, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-houses-villas-1999-sq-ft-in-sector-74-mohali-iid-1773749788","https://apollo.olx.in/v1/files/x0ldw1g63bkk3-IN/image;s=150x0;q=50;f=webp;","₹ 21,000","3 BHK - 2 Bathroom - 1999 sqft","( OWNER FREE 3 BHK FOR FAMILY ) IN SECTOR 74 NEAR 8B MOHALI","Sector 74, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1250-sq-ft-in-sector-98-mohali-iid-1845997270","https://apollo.olx.in/v1/files/nbuw4nqhkqws2-IN/image;s=150x0;q=50;f=webp;","₹ 21,000","2 BHK - 1 Bathroom - 1250 sqft","Sector 98 2 bhk Near CGC","Sector 98, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-independent-builder-floors-1000-sq-ft-in-sector-89-mohali-iid-1847463730","https://apollo.olx.in/v1/files/vu63w8yztciu3-IN/image;s=150x0;q=50;f=webp;","₹ 21,000","2 BHK - 1 Bathroom - 1000 sqft","2bhk top floor sector 89 rent-21k furnished","Sector 89, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1100-sq-ft-in-sector-79-mohali-iid-1848663855","https://apollo.olx.in/v1/files/h82hsdl05ujt3-IN/image;s=150x0;q=50;f=webp;","₹ 22,000","2 BHK - 1 Bathroom - 1100 sqft","First floor for rent","Sector 79, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-900-sq-ft-in-sector-91-mohali-iid-1848428619","","₹ 9,500","1 BHK - 1 Bathroom - 900 sqft","Single independent room in sector 91","Sector 91, Mohali","Today"
"","https://apollo.olx.in/v1/files/m8fsbt5vijey1-IN/image;s=150x0;q=50;f=webp;","₹ 33,000","3 BHK - 2 Bathroom - 2498 sqft","3BR for rent - Immediately available - Family only","Sector 76, Mohali","Today"
"","https://apollo.olx.in/v1/files/vd1x1uk8s48h3-IN/image;s=150x0;q=50;f=webp;","₹ 95,000","4 BHK - 4 Bathroom - 3000 sqft","4bhk semi furnished flat available in Marbella Grand","Sector 88, Mohali","Jun 26"
"","","₹ 45,000","4 BHK - 4 Bathroom - 2200 sqft","3+1bhk apartment for rent","Sector 120, Mohali","Jun 27"
"","","₹ 38,000","3 BHK - 3 Bathroom - 2700 sqft","independent owner free House floor sector 79","Sector 79, Mohali","Jun 19"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1200-sq-ft-in-sector-126-mohali-iid-1848354575","","₹ 18,000","2 BHK - 2 Bathroom - 1200 sqft","1 AC+Refrigerator+RO+ 2 Double bed+Gyster+Fan","Sector 126, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-1000-sq-ft-in-sector-85-mohali-iid-1839639410","","₹ 18,000","1 BHK - 1 Bathroom - 1000 sqft","1bhk furnished house floor available for rent sector 85","Sector 85, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-2250-sq-ft-in-sector-85-mohali-iid-1844664238","","₹ 45,000","3 BHK - 3 Bathroom - 2250 sqft","3bhk semi furnished flat available for rent sector 85 wave estate","Sector 85, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-independent-builder-floors-1800-sq-ft-in-sector-60-phase-3b2-mohali-iid-1848401657","","₹ 18,500","2 BHK - 1 Bathroom - 1800 sqft","2 Bedroom Set for Working Boys","Sector 60 Phase 3B2, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-100-sq-ft-in-sector-126-kharar-iid-1847651730","","₹ 13,000","1 BHK - 1 Bathroom - 100 sqft","1BHK, 2BHK, 3BHK flats available for rent","Sector 126, Kharar","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-500-sq-ft-in-balongi-mohali-iid-1848661466","","₹ 6,000","1 BHK - 1 Bathroom - 500 sqft","2 room set to rent in jujhar nagar mohali","Balongi, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1000-sq-ft-in-airport-road-mohali-iid-1847715041","","₹ 18,500","2 BHK - 2 Bathroom - 1000 sqft","2bhk furnishesd","Airport Road, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1785-sq-ft-in-sector-117-mohali-iid-1848150671","","₹ 25,500","3 BHK - 3 Bathroom - 1785 sqft","3bhk filly furnished brand new flat","Sector 117, Mohali","Today"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-600-sq-ft-in-sector-63-mohali-iid-1848659770","","₹ 11,000","1 BHK - 2 Bathroom - 600 sqft","Need a flatmate","Sector 63, Mohali","Today"
"","","₹ 23,000","2 BHK - 2 Bathroom - 1150 sqft","2BHK SEMI FURNISHED INDEPENDENT KOTHI FLOOR  AIRPORT ROAD","Airport Road, Mohali","Today"
